species,wing_length,secondary,mass
Caprimulgus meesi,168.1,100.7,66.2
Caprimulgus natalensis,153.2,87.4,77.7
Caprimulgus nigriscapularis,148,85.4,51.4
Caprimulgus nubicus,148,85.7,49.3
Caprimulgus pectoralis,164.3,98.1,51.4
Caprimulgus phalaena,161.4,92,91.6
Caprimulgus poliocephalus,152.5,86,41.8
Caprimulgus prigoginei,161,91.5,57.5
Caprimulgus pulchellus,154,98.8,57.5
Caprimulgus ruficollis,198.2,91.3,68.5
Caprimulgus rufigena,160.5,86.2,52
Caprimulgus ruwenzorii,158.8,85.5,41.8
Caprimulgus solala,185,95.9,79
Caprimulgus stellatus,154.6,91.5,58.2
Caprimulgus tristigma,171.8,86.3,79
Caprimulgus vexillarius,207.2,124.6,72.2
Chordeiles acutipennis,164.8,75,48.4
Chordeiles gundlachii,171.2,66.5,50
Chordeiles minor,192.8,76.6,79.3
Chordeiles nacunda,238.2,123.6,159
Chordeiles pusillus,125.2,73.4,30.6
Chordeiles rupestris,164.5,74.2,52.3
Eleothreptus anomalus,129.2,77.5,43.7
Eleothreptus candicans,151,77.5,49.3
Eurostopodus archboldi,205,95,77
Eurostopodus argus,213.4,104.2,93.4
Eurostopodus diabolicus,199.5,110.4,104.4
Eurostopodus exul,182,116,77
Eurostopodus mystacalis,252.2,116,134.5
Eurostopodus nigripennis,215.9,109.7,134.5
Eurostopodus papuensis,189.5,103.7,80.5
Gactornis enarratus,147.5,83.8,52.8
Hydropsalis cayennensis,136.4,68.6,35.5
Hydropsalis climacocerca,149.5,72.6,46
Hydropsalis maculicaudus,128.8,70.2,30.3
Hydropsalis torquata,183.8,95.6,58.5
Lurocalis rufiventris,202.8,83,128.5
Lurocalis semitorquatus,185.4,80,75.9
Lyncornis macrotis,266.3,120,140.6
Lyncornis temminckii,205.2,99.2,95.9
Macropsalis forcipata,225.2,103.9,139
Nyctidromus albicollis,150.9,95.6,57.8
Nyctidromus anthonyi,124,71,35.9
Nyctiphrynus mcleodii,120.5,71.2,35
Nyctiphrynus ocellatus,125.4,82.6,39.6
Nyctiphrynus rosenbergi,123.8,82.3,52
Nyctiphrynus yucatanicus,109,71.2,24.5
Nyctipolus hirundinaceus,124.2,80.7,32
Nyctipolus nigrescens,138,77.3,35.7
Nyctiprogne leucopyga,135.8,68.3,27.3
Nyctiprogne vielliardi,126.9,70.2,41
Phalaenoptilus nuttallii,144.2,83.2,48.3
Setopagis heterura,138.9,86.9,37
Setopagis maculosa,139,77.5,47
Setopagis parvula,133.2,81.8,37
Setopagis whitelyi,155.7,83.5,47
Siphonorhis brewsteri,113.5,72.5,37
Systellura decussata,133.2,69.4,45.6
Systellura longirostris,158.3,81.8,45.6
Uropsalis lyra,176,82.7,71.2
Uropsalis segmentata,163.2,80.6,42.9
Hemiprocne comata,128.8,53.6,20.6
Hemiprocne coronata,152.2,46,29
Hemiprocne longipennis,167.6,67.1,42.8
Hemiprocne mystacea,216.6,63.2,70.1
Nyctibius aethereus,331.8,211.3,440.5
Nyctibius bracteatus,162.6,94.1,51.7
Nyctibius grandis,374.1,211.2,547
Nyctibius griseus,256.4,143,172
Nyctibius jamaicensis,290,143,266
Nyctibius leucopterus,184.2,103,86.4
Nyctibius maculosus,271,142.9,170.3
Batrachostomus affinis,111,83.9,46.3
Batrachostomus auritus,260.5,201.9,206
Batrachostomus chaseni,133.4,107,46.3
Batrachostomus cornutus,133.4,107,46.3
Batrachostomus harterti,242,175.7,206
Batrachostomus hodgsoni,132.8,99.5,51
Batrachostomus javensis,133.4,107,46.3
Batrachostomus mixtus,118.2,85.4,46.3
Batrachostomus moniliger,116,89.1,52.4
Batrachostomus poliolophus,120.3,95.3,46.3
Batrachostomus septimus,156.4,119.7,86.8
Batrachostomus stellatus,118.4,85.6,51.3
Podargus ocellatus,176.2,138.9,175.4
Podargus papuensis,289.6,215.6,375.7
Podargus strigoides,228.8,165.8,308
Rigidipenna inexpectata,192,139.6,175.4
Steatornis caripensis,308.3,192.1,408
Abeillia abeillei,47,15.5,2.7
Adelomyia melanogenys,53.1,20.4,4.9
Aglaeactis aliciae,81,30.4,7
Aglaeactis castelnaudii,74.2,30,6.7
Aglaeactis cupripennis,81.5,30.5,7.6
Aglaeactis pamela,67.8,28.7,5.5
Aglaiocercus berlepschi,59.4,20.7,5
Aglaiocercus coelestis,62,23.6,5.6
Aglaiocercus kingii,58.7,21.6,4.8
Amazilia boucardi,54.4,20.8,4.5
Amazilia luciae,54.4,19,4.5
Amazilia rutila,57,20.8,5.2
Amazilia tzacatl,56.4,21.3,4.8
Amazilia yucatanensis,54.8,20.7,3.9
Amazilis amazilia,61.8,25.3,4.3
Androdon aequatorialis,68,26.1,7.3
Anopetia gounellei,49.3,18.2,3.2
Anthocephala berlepschi,51.4,18.2,3.9
Anthocephala floriceps,48.7,16.1,3.9
Anthracothorax dominicus,62.7,22.3,5.8
Anthracothorax mango,68.4,24,8.3
Anthracothorax nigricollis,66.3,23,7
Anthracothorax prevostii,65.6,21.7,6.4
Anthracothorax veraguensis,65.7,23.3,7
Anthracothorax viridigula,69.1,24.6,7.5
Anthracothorax viridis,62.8,21.1,6.6
Archilochus alexandri,42.4,15,3.4
Archilochus colubris,40.7,14.7,3.1
Augastes lumachella,60.1,20.5,4
Augastes scutatus,53.4,18.4,3
Avocettula recurvirostris,55.8,22.5,4.2
Basilinna leucotis,54.3,17.2,3.4
Basilinna xantusii,50.8,18.1,3.4
Boissonneaua flavescens,75.2,29.2,8.2
Boissonneaua jardini,75,28.4,9.1
Boissonneaua matthewsii,72.8,27.7,7.7
Calliphlox amethystina,34.8,12,2.8
Calothorax lucifer,39.3,14.6,3.3
Calothorax pulcher,37.1,14.2,2.7
Calypte anna,49,16.9,4.2
Calypte costae,44.7,15.2,3.1
Campylopterus calcirupicola,72.3,28.1,8.3
Campylopterus diamantinensis,72.3,28.1,8.3
Campylopterus duidae,64.4,25,6.1
Campylopterus ensipennis,75.8,28.8,9.6
Campylopterus falcatus,65.2,25.3,7.2
Campylopterus hemileucurus,75.3,28.4,9.7
Campylopterus hyperythrus,63.2,25.7,6.4
Campylopterus largipennis,72.3,28.1,8.3
Campylopterus phainopeplus,68.1,26.3,7.7
Campylopterus villaviscensio,65.8,25.8,7.4
Chaetocercus astreans,33.7,11.6,2
Chaetocercus berlepschi,26.7,9.1,2
Chaetocercus bombus,28.2,12,6.5
Chaetocercus heliodor,30.3,11.6,2
Chaetocercus jourdanii,35.2,11.9,3.3
Chaetocercus mulsant,39.2,13.5,3.9
Chalcostigma herrani,67.6,25.1,5.8
Chalcostigma heteropogon,70.7,26.7,6.1
Chalcostigma olivaceum,81.4,32.2,8.2
Chalcostigma ruficeps,57.9,22.1,3.4
Chalcostigma stanleyi,66.1,27.4,5.8
Chalybura buffonii,63.9,22.3,6.8
Chalybura urochrysia,65.2,21.3,6.4
Chionomesa fimbriata,52.3,18.4,4.9
Chionomesa lactea,53.8,20.8,4.6
Chlorestes candida,51.8,19.8,3.8
Chlorestes cyanus,47.8,18,3.3
Chlorestes eliciae,49.5,17.1,3.6
Chlorestes julie,43.1,30,3.3
Chlorestes notata,48,15.8,4.2
Chlorostilbon alice,40.4,13.2,3.5
Chlorostilbon assimilis,44.8,15.1,2.6
Chlorostilbon gibsoni,49.4,15.5,2.6
Chlorostilbon lucidus,49.2,17.3,3.5
Chlorostilbon melanorhynchus,45.1,14.5,2.6
Chlorostilbon mellisugus,45.7,15.3,2.6
Chlorostilbon olivaresi,46.7,16.4,3.7
Chlorostilbon poortmani,42.1,14.3,3.3
Chlorostilbon russatus,43.5,15.1,3.4
Chlorostilbon stenurus,42.2,14.5,3.4
Chrysolampis mosquitus,53.9,17.1,3.9
Chrysuronia brevirostris,48.8,18.5,4.3
Chrysuronia coeruleogularis,47.2,16.7,4.2
Chrysuronia goudoti,49.4,18.2,4
Chrysuronia grayi,60.5,22.2,5.6
Chrysuronia humboldtii,61.1,23,5.6
Chrysuronia leucogaster,53.3,19.9,4.7
Chrysuronia lilliae,47.1,16.9,4.3
Chrysuronia oenone,51.2,18.7,5
Chrysuronia versicolor,48.2,17.7,4.1
Clytolaema rubricauda,69.2,25.3,7.9
Coeligena bonapartei,73.3,28,6.5
Coeligena coeligena,72.1,26.8,6.8
Coeligena helianthea,71.5,26.1,6.6
Coeligena iris,80.1,29.2,6.9
Coeligena lutetiae,77.3,28.2,7.3
Coeligena orina,72.6,27.7,6.5
Coeligena phalerata,70.7,26.3,6.1
Coeligena prunellei,80.2,30.6,7
Coeligena torquata,73.8,27.8,6.7
Coeligena violifer,74.1,29.5,7.4
Coeligena wilsoni,71.4,29,6.7
Colibri coruscans,75.4,28.5,6.7
Colibri cyanotus,62.5,23.5,5.9
Colibri delphinae,67.9,24.5,6.4
Colibri serrirostris,67.9,25.9,6.7
Colibri thalassinus,63,24.8,5.9
Cynanthus auriceps,43.2,13.6,2.6
Cynanthus canivetii,46.8,15.2,2.6
Cynanthus doubledayi,50.2,17.8,3.1
Cynanthus forficatus,47.2,14,2.6
Cynanthus latirostris,50.8,17.4,3.1
Discosura conversii,42.2,13,3
Discosura langsdorffi,35.2,12.8,2.8
Discosura letitiae,37.6,13.1,2.8
Discosura longicaudus,42.8,12.3,3.4
Discosura popelairii,33.2,11.7,2.5
Doricha eliza,38.4,14,2.5
Doricha enicura,36.5,11.7,2.4
Doryfera johannae,52.8,18.2,4.8
Doryfera ludovicae,57.4,22.1,6
Elliotomyia chionogaster,57.7,21.4,5
Elliotomyia viridicauda,56.4,19.8,6.1
Ensifera ensifera,76.3,32.3,11.2
Eriocnemis aline,49.6,18.5,4.2
Eriocnemis cupreoventris,63.2,26,5.3
Eriocnemis derbyi,56.2,21.2,5.5
Eriocnemis glaucopoides,50.3,18.1,3.7
Eriocnemis godini,58.9,23.1,5.1
Eriocnemis isabellae,56.9,20.3,4.5
Eriocnemis luciani,69.4,26,6
Eriocnemis mirabilis,51.2,18.7,5.1
Eriocnemis mosquera,73,28.2,5.3
Eriocnemis nigrivestis,56.8,23.7,8.5
Eriocnemis vestita,58.5,22.5,4.5
Eugenes fulgens,67.4,23.4,8
Eugenes spectabilis,75.2,23.4,8
Eulampis holosericeus,59.6,20.3,5.7
Eulampis jugularis,71.7,26.2,8.9
Eulidia yarrellii,32.9,13.1,2.5
Eupetomena cirrochloris,66.4,24.1,7.7
Eupetomena macroura,69.3,25.3,9
Eupherusa cyanophrys,58.4,21.2,4.8
Eupherusa eximia,55.3,20,4.3
Eupherusa nigriventris,46.8,17.3,3.5
Eupherusa poliocerca,60.6,21.1,4.8
Eupherusa ridgwayi,55.8,19.2,3.8
Eutoxeres aquila,70.5,27.8,10.6
Eutoxeres condamini,68.5,27.5,10.8
Florisuga fusca,75.9,26.5,8
Florisuga mellivora,67.8,22.6,7.4
Glaucis aeneus,52.5,20.7,4.8
Glaucis dohrnii,62.9,32.9,5.8
Glaucis hirsutus,58.8,23.4,6.8
Goldmania bella,51.4,17.8,3.4
Goldmania violiceps,49.5,16.9,4.1
Haplophaedia assimilis,57.2,22,4.8
Haplophaedia aureliae,56.8,20.3,5.2
Haplophaedia lugens,64.5,25.2,6.9
Heliactin bilophus,47.8,13.1,4.4
Heliangelus amethysticollis,62.5,25.5,5
Heliangelus exortis,60.8,22.5,4.6
Heliangelus mavors,63.6,22,4.2
Heliangelus micraster,63.5,24.5,3.9
Heliangelus regalis,51.8,18.5,3.6
Heliangelus strophianus,66.2,23.5,5.5
Heliangelus viola,63.2,23.3,5.4
Heliodoxa aurescens,61,20.9,6.4
Heliodoxa branickii,62.5,21.5,5.2
Heliodoxa gularis,63.8,21.6,6.3
Heliodoxa imperatrix,73,25.5,8.8
Heliodoxa jacula,70.3,25.6,8.1
Heliodoxa leadbeateri,67.2,24.2,7.4
Heliodoxa rubinoides,69.3,25.2,7.8
Heliodoxa schreibersii,67.6,24.3,9.2
Heliodoxa xanthogonys,63,21.9,7
Heliomaster constantii,62.7,20.6,7.3
Heliomaster furcifer,54.1,20.1,5.4
Heliomaster longirostris,58.4,19.7,6.6
Heliomaster squamosus,56,21.4,5.9
Heliothryx auritus,64.8,22.2,5.4
Heliothryx barroti,63.8,20.4,5.5
Hylocharis chrysura,51.8,19.9,4.5
Hylocharis sapphirina,49.5,17.7,4.4
Hylonympha macrocerca,66.6,21.3,7.3
Klais guimeti,48.4,16.2,2.6
Lafresnaya lafresnayi,63.6,23.3,5.3
Lampornis amethystinus,65.4,23,5.2
Lampornis calolaemus,62.6,21.8,5.1
Lampornis castaneoventris,62,21.8,5.1
Lampornis clemenciae,73.7,24.7,7.6
Lampornis hemileucus,62.4,21.6,5.5
Lampornis sybillae,64.2,23.6,6.3
Lampornis viridipallens,63.4,22.7,5.3
Lamprolaima rhami,78,30.3,7.8
Lesbia nuna,51.7,19.1,3.7
Lesbia victoriae,58.6,21,5
Leucippus fallax,60,22.8,6
Leucochloris albicollis,58.8,22,6.3
Leucolia violiceps,60.4,23.3,5.1
Leucolia viridifrons,56.2,19.9,6.3
Loddigesia mirabilis,42,13.9,3
Lophornis adorabilis,37.8,12.2,2.7
Lophornis brachylophus,42.5,15.3,2.7
Lophornis chalybeus,42.2,15.5,3
Lophornis delattrei,38.3,12.9,2.8
Lophornis gouldii,37.8,12.5,2.4
Lophornis helenae,39.4,12.5,2.6
Lophornis magnificus,39.8,13.5,2.7
Lophornis ornatus,37.2,11.5,2.3
Lophornis pavoninus,45.8,16.5,3
Lophornis stictolophus,38.4,13.5,2.7
Lophornis verreauxii,43.2,14.3,3
Mellisuga helenae,28.2,10.5,2.2
Mellisuga minima,36.3,12.9,2.4
Metallura aeneocauda,58.5,25.4,5.2
Metallura baroni,57.1,22.7,4.3
Metallura eupogon,59.6,23,4.6
Metallura iracunda,58.1,20.8,3.9
Metallura odomae,58,22.7,5.1
Metallura phoebe,70.6,29,5.4
Metallura theresiae,58.3,24.5,4.9
Metallura tyrianthina,54.2,21.9,3.8
Metallura williami,57.5,24.7,4.5
Microchera albocoronata,40.6,14,2.7
Microchera chionura,49.5,15.7,3
Microchera cupreiceps,45.9,15.8,3
Microstilbon burmeisteri,29.9,11.8,2.5
Myrmia micrura,33.9,13.1,2.3
Myrtis fanny,39.3,13.8,2.3
Nesophlox evelynae,39.8,13.5,2.4
Nesophlox lyrura,39.8,13.5,2.4
Ocreatus underwoodii,42.6,13.4,3
Opisthoprora euryptera,63.2,25.5,6.2
Oreonympha nobilis,80.3,28.9,7.7
Oreotrochilus adela,65.4,29.7,7.9
Oreotrochilus chimborazo,73.8,30.2,8.2
Oreotrochilus cyanolaemus,72.6,30.4,8.1
Oreotrochilus estella,72.2,29.2,8.1
Oreotrochilus leucopleurus,68.2,27.4,8.2
Oreotrochilus melanogaster,72,29.8,9.1
Oreotrochilus stolzmanni,72.6,30.4,8.7
Orthorhyncus cristatus,47.1,16.6,3
Oxypogon cyanolaemus,69.8,25.2,4.8
Oxypogon guerinii,70.3,27,4.8
Oxypogon lindenii,71.8,25.6,4.8
Oxypogon stuebelii,55.5,25.5,4.8
Pampa curvipennis,63,22.2,6
Pampa excellens,68,29.9,6
Pampa rufa,71,26.3,7.1
Panterpe insignis,62.9,23.6,5.7
Patagona gigas,135.7,47.3,20.2
Phaeochroa cuvierii,67.9,25.1,8.9
Phaeoptila sordida,56.1,19,4
Phaethornis aethopygus,40.8,15.4,3
Phaethornis anthophilus,57.2,23.3,5.9
Phaethornis atrimentalis,38.5,13.5,2.6
Phaethornis augusti,57,21.1,6
Phaethornis bourcieri,56.8,18.5,4.3
Phaethornis eurynome,58.4,23,5.3
Phaethornis griseogularis,36.2,11.9,2.3
Phaethornis guy,59.2,21.1,6.3
Phaethornis hispidus,54.1,21.9,5
Phaethornis idaliae,34.4,11.3,2.6
Phaethornis koepckeae,60.7,22.6,5
Phaethornis longirostris,60.8,22.2,6
Phaethornis longuemareus,43.1,14.9,3
Phaethornis malaris,59.2,20.8,5.9
Phaethornis mexicanus,66.9,23.1,6
Phaethornis nattereri,42.9,15.4,3.1
Phaethornis philippii,56.8,18.9,5
Phaethornis pretrei,59.3,22.5,5.6
Phaethornis ruber,33.2,10.6,2.4
Phaethornis rupurumii,43.2,15.3,3.7
Phaethornis squalidus,47.6,19.2,3.4
Phaethornis striigularis,39.1,13.1,3
Phaethornis stuarti,36,11.3,2.9
Phaethornis subochraceus,50.6,18.2,3.8
Phaethornis superciliosus,58.4,21.7,6.3
Phaethornis syrmatophorus,60.9,24.9,5.8
Phaethornis yaruqui,59.5,21.7,5.4
Philodice bryantae,41.6,13.4,3.3
Philodice mitchellii,35.7,12.3,3.1
Phlogophilus harterti,45.6,16.4,2.7
Phlogophilus hemileucurus,50,18.2,2.8
Polyerata amabilis,52.3,18.3,4.3
Polyerata decora,52.3,20.4,4.7
Polyerata rosenbergi,52.8,18.6,3.7
Polyonymus caroli,64.4,25,4.8
Polytmus guainumbi,59.2,21.6,5.2
Polytmus milleri,64.2,24.8,4.1
Polytmus theresiae,56.6,21.3,3.8
Pterophanes cyanopterus,104.9,37.8,9.3
Ramphodon naevius,71.4,29.5,7.9
Ramphomicron dorsale,55.2,19.8,3.5
Ramphomicron microrhynchum,51,19.1,3.6
Rhodopis vesper,55.5,19.3,3.8
Riccordia bicolor,59.8,21.6,4.5
Riccordia maugaeus,46,16.7,3.1
Riccordia ricordii,53,16.5,3.2
Riccordia swainsonii,54.6,18.7,4.3
Sappho sparganurus,63.2,22.8,5.3
Saucerottia beryllina,53.4,21.1,4.5
Saucerottia castaneiventris,52,20.7,5
Saucerottia cyanifrons,56,20.4,5
Saucerottia cyanocephala,60.8,21.7,5.1
Saucerottia cyanura,53.9,19.6,3.9
Saucerottia edward,52.1,18.6,4.7
Saucerottia hoffmanni,53.6,18.3,4.5
Saucerottia saucerottei,51.2,18.3,4.5
Saucerottia tobaci,52,18.4,4.7
Saucerottia viridigaster,50.5,18.5,3.7
Schistes albogularis,55.2,21.8,3.6
Schistes geoffroyi,49.1,17.8,3.6
Selasphorus ardens,40,13.5,3.1
Selasphorus calliope,41.4,14.9,2.6
Selasphorus ellioti,34,11.4,2.9
Selasphorus flammula,40.2,13.8,2.7
Selasphorus heloisa,34.4,11.5,2.2
Selasphorus platycercus,49,16.8,3.5
Selasphorus rufus,40.7,13.9,3.5
Selasphorus sasin,40.4,15.1,3.4
Selasphorus scintilla,33,10.4,2.2
Sephanoides fernandensis,75.8,28.2,8.7
Sephanoides sephaniodes,60,21.9,5.2
Stephanoxis lalandi,48.2,19.4,4
Stephanoxis loddigesii,47.5,17,4
Sternoclyta cyanopectus,69.8,26,8
Talaphorus chlorocercus,56.1,22.1,4.6
Taphrolesbia griseiventris,78.2,27.6,8.9
Taphrospilus hypostictus,67.1,24.2,7
Thalurania colombica,52.3,16.2,4.5
Thalurania furcata,54.6,19.7,4.2
Thalurania glaucopis,54.9,20,4.8
Thalurania watertonii,54.5,19,4.6
Thaumasius baeri,56.7,20.6,4.5
Thaumasius taczanowskii,69.6,25.6,6.4
Thaumastura cora,40.3,14.4,1.9
Threnetes leucurus,57.5,20,5.6
Threnetes niger,58.8,21.4,5.6
Threnetes ruckeri,56.6,21.2,5.2
Tilmatura dupontii,36,11.6,2.2
Topaza pella,75.1,27.6,12.1
Topaza pyra,75.8,26.2,12.1
Trochilus polytmus,62.1,21.6,4.8
Uranomitra franciae,53.4,21.1,5
Urochroa bougueri,78.6,30.2,11.4
Urochroa leucura,73.7,26.1,11.4
Urosticte benjamini,50.6,18.8,3.9
Urosticte ruficrissa,57,19.2,4.3
Cariama cristata,357.1,320.3,1400
Chunga burmeisteri,300.3,268.2,1298
Casuarius bennetti,216.8,216.6,35000
Casuarius casuarius,300.8,300.6,44000
Casuarius unappendiculatus,264.5,264.3,46073.9
Dromaius novaehollandiae,124.5,124.4,34093.3
Cathartes aura,508.5,369,1518.2
Cathartes burrovianus,485.8,351.1,935
Cathartes melambrotus,503,419.9,1373
Coragyps atratus,410.1,352.6,1881.7
Gymnogyps californianus,788,464.5,8442.7
Sarcoramphus papa,508.2,317.6,3400
Vultur gryphus,789.9,430.5,11236.1
Aethia cristatella,139.4,77.2,259.4
Aethia psittacula,146.2,86.1,270
Aethia pusilla,94.4,55.6,84
Aethia pygmaea,112.2,66.4,112
Alca torda,209.3,88.5,726
Alle alle,115.8,56.2,180.7
Brachyramphus brevirostris,138,64.4,234
Brachyramphus marmoratus,123.5,51.2,220
Brachyramphus perdix,134.6,55,220
Cepphus carbo,192.2,111.3,490
Cepphus columba,173.4,103.5,530
Cepphus grylle,154,87.5,378
Cerorhinca monocerata,178.8,85.8,482.2
Fratercula arctica,163.6,78.5,593
Fratercula cirrhata,194.1,94.9,774.4
Fratercula corniculata,185.5,88.4,536.1
Ptychoramphus aleuticus,121,71.8,184
Synthliboramphus antiquus,135.5,65.2,217.7
Synthliboramphus craveri,119.5,63,151
Synthliboramphus hypoleucus,119.7,61.3,167
Synthliboramphus scrippsi,120,59.5,167
Synthliboramphus wumizusume,120.2,60.8,198
Uria aalge,196.3,82.2,991.9
Uria lomvia,206.8,99.2,964
Burhinus bistriatus,241.8,136.1,787
Burhinus capensis,224.8,129.2,423
Burhinus grallarius,290.8,159.9,648.1
Burhinus indicus,204.2,109,307
Burhinus oedicnemus,233.4,122.2,459
Burhinus senegalensis,207.2,117,326
Burhinus superciliaris,221.2,125.2,480
Burhinus vermiculatus,195.8,116.6,320
Esacus magnirostris,271,156.3,1015.9
Esacus recurvirostris,256.5,141.2,790
Anarhynchus frontalis,119.8,53.8,57.6
Charadrius alexandrinus,106.2,48.5,42.3
Charadrius alticola,117.5,60.2,44.9
Charadrius asiaticus,140.6,59,77.1
Charadrius bicinctus,127.4,58.2,59.4
Charadrius collaris,95.6,47.2,28.3
Charadrius dealbatus,107.7,50.4,42.3
Charadrius dubius,114.8,55,38.7
Charadrius falklandicus,126,59.8,65
Charadrius forbesi,124.2,61.5,31.2
Charadrius hiaticula,126,56.3,64
Charadrius javanicus,98.8,49.2,42.3
Charadrius leschenaultii,136.4,63.5,74.8
Charadrius marginatus,109,56.2,48.3
Charadrius melodus,115.4,52.5,54.4
Charadrius modestus,141.4,66,78
Charadrius mongolus,128.8,53.8,64
Charadrius montanus,145.6,67,95.7
Charadrius morinellus,147.4,64.5,108.2
Charadrius nivosus,102.5,47.8,42.3
Charadrius obscurus,164.1,82,146
Charadrius pallidus,90.4,45.8,34.8
Charadrius pecuarius,102.2,49.2,34
Charadrius peronii,99.2,54.5,42
Charadrius placidus,137.8,67,62.7
Charadrius ruficapillus,99.2,46.2,37.4
Charadrius sanctaehelenae,111.4,66,48.7
Charadrius semipalmatus,118.4,51,46.7
Charadrius thoracicus,104.2,53.2,11.5
Charadrius tricollaris,108.9,58.3,31.2
Charadrius veredus,158.6,64.5,95
Charadrius vociferus,158.8,75.2,96.4
Charadrius wilsonia,117.4,54.2,55.1
Elseyornis melanops,107.8,58.2,33
Erythrogonys cinctus,110.2,63.8,51.4
Oreopholus ruficollis,162.7,71.2,131
Peltohyas australis,136.4,66,83.5
Phegornis mitchellii,109,66.6,35.5
Pluvialis apricaria,181.2,77.2,214
Pluvialis dominica,181.8,77.2,151.5
Pluvialis fulva,159,65,134.9
Pluvialis squatarola,184.4,73.2,250
Thinornis cucullatus,138,66.2,100
Thinornis novaeseelandiae,117.4,58.1,61
Vanellus albiceps,218.5,132.6,192
Vanellus armatus,203.6,121.3,156
Vanellus cayanus,143,80.1,75.8
Vanellus chilensis,226,153.7,327
Vanellus cinereus,239.8,130.9,270
Vanellus coronatus,197.2,118.3,165
Vanellus crassirostris,209.4,132.8,170
Vanellus duvaucelii,194.4,117.7,143
Vanellus gregarius,200.2,100.5,224.5
Vanellus indicus,208.8,119,181
Vanellus leucurus,171.4,101.7,132
Vanellus lugubris,172.2,93.8,122
Vanellus macropterus,242.5,139.3,325
Vanellus malabaricus,192.4,100,140
Vanellus melanocephalus,234.5,142.1,214
Vanellus melanopterus,206,101.8,184.9
Vanellus miles,245.3,156.7,387
Vanellus resplendens,217.6,131.7,214
Vanellus senegallus,225.2,137.1,248
Vanellus spinosus,196.4,122.2,188
Vanellus superciliosus,182.5,99.7,150
Vanellus tectus,184.8,112.4,100
Vanellus tricolor,192.2,107.6,184
Vanellus vanellus,222.5,132.9,218.4
Chionis albus,246.2,146.6,675.7
Chionis minor,227,145.2,494
Dromas ardeola,208.5,96.5,325
Cursorius coromandelicus,145,82.8,138
Cursorius cursor,151.5,81.2,138
Cursorius rufus,133,74.2,75
Cursorius somalensis,128.8,74.8,138
Cursorius temminckii,120.2,74.2,69.2
Glareola cinerea,141.6,58.4,37.4
Glareola lactea,146.6,56.2,39.8
Glareola maldivarum,176.2,72.2,75.2
Glareola nordmanni,196,75,97.2
Glareola nuchalis,143.2,62.9,62.7
Glareola ocularis,190.5,72.4,91.9
Glareola pratincola,181.6,71.7,84.9
Rhinoptilus bitorquatus,157.5,101.6,150
Rhinoptilus chalcopterus,175.4,104.8,150
Rhinoptilus cinctus,160.6,101.2,105
Smutsornis africanus,147.8,82.8,87.5
Stiltia isabella,206,78.2,65.5
Haematopus ater,261.4,152.5,724
Haematopus bachmani,247.4,142.2,582
Haematopus chathamensis,252,127.2,598.7
Haematopus finschi,252.2,124.5,526
Haematopus fuliginosus,283,156.5,819
Haematopus leucopodus,256.6,133.5,618
Haematopus longirostris,275.4,138.8,613.9
Haematopus moquini,267.2,148.8,692
Haematopus ostralegus,250.3,123.2,526
Haematopus palliatus,246.8,127,601.5
Haematopus unicolor,270.4,143.8,671
Ibidorhyncha struthersii,231.2,131.2,294
